year,month,DWELLING_TYPE,consumption_GWh
2010,3,Others,1.1
2010,4,Others,1.2
2010,5,Others,1.2
2010,6,Others,1.3
2010,7,Others,1.2
2010,8,Others,1
2010,9,Others,1.1
2010,10,Others,1.2
2010,11,Others,1.2
2010,12,Others,1.1
2010,Annual,Overall,6636.1
2010,Annual,Public Housing,4011.1
2010,Annual,1-room / 2-room,81.3
2010,Annual,3-room,744.7
2010,Annual,4-room,1596.5
2010,Annual,5-room and Executive,1588.6
2010,Annual,Private Housing,2611.4
2010,Annual,Private Apartments and Condominiums,1580.6
2010,Annual,Landed Properties,1030.9
2010,Annual,Others,13.6
2011,1,Overall,499.3
2011,2,Overall,461.7
2011,3,Overall,465.7
2011,4,Overall,524.4
2011,5,Overall,565.1
2011,6,Overall,602.8
2011,7,Overall,586
2011,8,Overall,590.6
2011,9,Overall,582.6
2011,10,Overall,557.7
2011,11,Overall,541.1
2011,12,Overall,505.9
2011,1,Public Housing,303.6
2011,2,Public Housing,279.3
2011,3,Public Housing,279.9
2011,4,Public Housing,314.6
2011,5,Public Housing,337.9
2011,6,Public Housing,364.7
2011,7,Public Housing,354.9
2011,8,Public Housing,356.5
2011,9,Public Housing,354
2011,10,Public Housing,335.3
2011,11,Public Housing,326
2011,12,Public Housing,304.8
2011,1,1-room / 2-room,6.7
2011,2,1-room / 2-room,6.1
2011,3,1-room / 2-room,6.1
2011,4,1-room / 2-room,6.7
2011,5,1-room / 2-room,7.2
2011,6,1-room / 2-room,7.6
2011,7,1-room / 2-room,7.6
2011,8,1-room / 2-room,7.7
2011,9,1-room / 2-room,7.6
2011,10,1-room / 2-room,7.4
2011,11,1-room / 2-room,7.3
2011,12,1-room / 2-room,6.9
2011,1,3-room,56.4
2011,2,3-room,52.1
2011,3,3-room,52.2
2011,4,3-room,58.7
2011,5,3-room,63.4
2011,6,3-room,67.8
2011,7,3-room,65.9
2011,8,3-room,66
2011,9,3-room,65.4
2011,10,3-room,62.1
2011,11,3-room,60.2
2011,12,3-room,56.6
2011,1,4-room,121.1
2011,2,4-room,111.2
2011,3,4-room,111.8
2011,4,4-room,125.7
2011,5,4-room,135.2
2011,6,4-room,146
2011,7,4-room,141.8
2011,8,4-room,142.7
2011,9,4-room,141.6
2011,10,4-room,134.4
2011,11,4-room,130.5
2011,12,4-room,122.2
2011,1,5-room and Executive,119.4
2011,2,5-room and Executive,109.9
2011,3,5-room and Executive,109.9
2011,4,5-room and Executive,123.5
2011,5,5-room and Executive,132.1
2011,6,5-room and Executive,143.3
2011,7,5-room and Executive,139.6
2011,8,5-room and Executive,140.1
2011,9,5-room and Executive,139.3
2011,10,5-room and Executive,131.4
2011,11,5-room and Executive,128
2011,12,5-room and Executive,119.1
2011,1,Private Housing,194.7
2011,2,Private Housing,181.5
2011,3,Private Housing,184.9
2011,4,Private Housing,208.6
2011,5,Private Housing,226
2011,6,Private Housing,236.8
2011,7,Private Housing,229.9
2011,8,Private Housing,232.9
2011,9,Private Housing,227.5
2011,10,Private Housing,221.2
2011,11,Private Housing,213.9
2011,12,Private Housing,200
2011,1,Private Apartments and Condominiums,117.9
2011,2,Private Apartments and Condominiums,107.3
2011,3,Private Apartments and Condominiums,110.1
2011,4,Private Apartments and Condominiums,127.1
2011,5,Private Apartments and Condominiums,138.5
2011,6,Private Apartments and Condominiums,145.4
2011,7,Private Apartments and Condominiums,142.8
2011,8,Private Apartments and Condominiums,142.2
2011,9,Private Apartments and Condominiums,139.9
2011,10,Private Apartments and Condominiums,134.7
2011,11,Private Apartments and Condominiums,132
2011,12,Private Apartments and Condominiums,122.4
2011,1,Landed Properties,76.8
2011,2,Landed Properties,74.2
2011,3,Landed Properties,74.8
2011,4,Landed Properties,81.5
2011,5,Landed Properties,87.5
2011,6,Landed Properties,91.5
2011,7,Landed Properties,87.1
2011,8,Landed Properties,90.7
2011,9,Landed Properties,87.6
2011,10,Landed Properties,86.5
2011,11,Landed Properties,82
2011,12,Landed Properties,77.6
2011,1,Others,1.1
2011,2,Others,0.9
2011,3,Others,1
2011,4,Others,1.1
2011,5,Others,1.1
2011,6,Others,1.3
2011,7,Others,1.1
2011,8,Others,1.1
2011,9,Others,1.1
2011,10,Others,1.1
2011,11,Others,1.1
2011,12,Others,1
2011,Annual,Overall,6482.9
2011,Annual,Public Housing,3911.5
2011,Annual,1-room / 2-room,84.9
2011,Annual,3-room,726.8
2011,Annual,4-room,1564.2
2011,Annual,5-room and Executive,1535.6
2011,Annual,Private Housing,2557.9
2011,Annual,Private Apartments and Condominiums,1560.3
2011,Annual,Landed Properties,997.8
2011,Annual,Others,13
2012,1,Overall,503.3
2012,2,Overall,505
2012,3,Overall,508.6
2012,4,Overall,540.9
2012,5,Overall,557.1
2012,6,Overall,607.9
2012,7,Overall,594.8
2012,8,Overall,585.6
2012,9,Overall,573.2
2012,10,Overall,560.2
2012,11,Overall,568.1
2012,12,Overall,524.8
2012,1,Public Housing,303.9
2012,2,Public Housing,301.5
2012,3,Public Housing,303.3
2012,4,Public Housing,323.8
2012,5,Public Housing,334
2012,6,Public Housing,364.7
2012,7,Public Housing,357.5
2012,8,Public Housing,351
2012,9,Public Housing,344.2
2012,10,Public Housing,333.8
2012,11,Public Housing,338.5
2012,12,Public Housing,313.8
2012,1,1-room / 2-room,7.1
2012,2,1-room / 2-room,6.9
2012,3,1-room / 2-room,6.9
2012,4,1-room / 2-room,7.4
2012,5,1-room / 2-room,7.5
2012,6,1-room / 2-room,8
2012,7,1-room / 2-room,8
2012,8,1-room / 2-room,7.9
2012,9,1-room / 2-room,7.9
2012,10,1-room / 2-room,7.5
2012,11,1-room / 2-room,7.8
2012,12,1-room / 2-room,7.5
2012,1,3-room,56.6
2012,2,3-room,55.8
2012,3,3-room,56
2012,4,3-room,59.9
2012,5,3-room,61.6
2012,6,3-room,66.8
2012,7,3-room,65.3
2012,8,3-room,64.6
2012,9,3-room,62.9
2012,10,3-room,61
2012,11,3-room,61.4
2012,12,3-room,57.2
2012,1,4-room,121.9
2012,2,4-room,121.1
2012,3,4-room,121.7
2012,4,4-room,130.3
2012,5,4-room,134.4
2012,6,4-room,147
2012,7,4-room,143.9
2012,8,4-room,141.2
2012,9,4-room,138.8
2012,10,4-room,134.7
2012,11,4-room,136.4
2012,12,4-room,126.5
2012,1,5-room and Executive,118.3
2012,2,5-room and Executive,117.8
2012,3,5-room and Executive,118.7
2012,4,5-room and Executive,126.3
2012,5,5-room and Executive,130.5
2012,6,5-room and Executive,142.8
2012,7,5-room and Executive,140.4
2012,8,5-room and Executive,137.3
2012,9,5-room and Executive,134.7
2012,10,5-room and Executive,130.5
2012,11,5-room and Executive,132.8
2012,12,5-room and Executive,122.6
2012,1,Private Housing,198.4
2012,2,Private Housing,202.4
2012,3,Private Housing,204.4
2012,4,Private Housing,216
2012,5,Private Housing,222.1
2012,6,Private Housing,242.1
2012,7,Private Housing,236.2
2012,8,Private Housing,233.5
2012,9,Private Housing,228
2012,10,Private Housing,225.4
2012,11,Private Housing,228.5
2012,12,Private Housing,210.2
2012,1,Private Apartments and Condominiums,120.9
2012,2,Private Apartments and Condominiums,121.4
2012,3,Private Apartments and Condominiums,124.5
2012,4,Private Apartments and Condominiums,132.5
2012,5,Private Apartments and Condominiums,138.3
2012,6,Private Apartments and Condominiums,150.1
2012,7,Private Apartments and Condominiums,147.6
2012,8,Private Apartments and Condominiums,144.2
2012,9,Private Apartments and Condominiums,140.3
2012,10,Private Apartments and Condominiums,138.1
2012,11,Private Apartments and Condominiums,142
2012,12,Private Apartments and Condominiums,129.4
2012,1,Landed Properties,77.5
2012,2,Landed Properties,81
2012,3,Landed Properties,79.9
2012,4,Landed Properties,83.4
2012,5,Landed Properties,83.9
2012,6,Landed Properties,91.9
2012,7,Landed Properties,88.6
2012,8,Landed Properties,89.4
2012,9,Landed Properties,87.6
2012,10,Landed Properties,87.2
2012,11,Landed Properties,86.5
2012,12,Landed Properties,80.8
2012,1,Others,1
2012,2,Others,1
2012,3,Others,1
2012,4,Others,1.1
2012,5,Others,1
2012,6,Others,1.1
2012,7,Others,1.1
2012,8,Others,1.1
2012,9,Others,1
2012,10,Others,1
2012,11,Others,1.1
2012,12,Others,0.9
2012,Annual,Overall,6629.5
2012,Annual,Public Housing,3970
2012,Annual,1-room / 2-room,90.4
2012,Annual,3-room,729.1
2012,Annual,4-room,1597.9
2012,Annual,5-room and Executive,1552.7
2012,Annual,Private Housing,2647.2
2012,Annual,Private Apartments and Condominiums,1629.3
2012,Annual,Landed Properties,1017.7
2012,Annual,Others,12.4
2013,1,Overall,513.1
2013,2,Overall,498
2013,3,Overall,498.3
2013,4,Overall,568.3
2013,5,Overall,601.8
2013,6,Overall,629.6
2013,7,Overall,612
2013,8,Overall,617.5
2013,9,Overall,560.6
2013,10,Overall,555
2013,11,Overall,570.7
2013,12,Overall,530.1
2013,1,Public Housing,310
2013,2,Public Housing,298
2013,3,Public Housing,295.5
2013,4,Public Housing,339.1
2013,5,Public Housing,354.8
2013,6,Public Housing,378.6
2013,7,Public Housing,369.4
2013,8,Public Housing,373.2
2013,9,Public Housing,337.2
2013,10,Public Housing,326.3
2013,11,Public Housing,340.1
2013,12,Public Housing,316.5
2013,1,1-room / 2-room,7.5
2013,2,1-room / 2-room,7.2
2013,3,1-room / 2-room,7.1
2013,4,1-room / 2-room,8
2013,5,1-room / 2-room,8.4
2013,6,1-room / 2-room,8.8
2013,7,1-room / 2-room,8.7
2013,8,1-room / 2-room,9
2013,9,1-room / 2-room,8.5
2013,10,1-room / 2-room,8.1
2013,11,1-room / 2-room,8.5
2013,12,1-room / 2-room,8.2
2013,1,3-room,56.3
2013,2,3-room,54.2
2013,3,3-room,53.6
2013,4,3-room,61.9
2013,5,3-room,64.8
2013,6,3-room,68.5
2013,7,3-room,66.6
2013,8,3-room,67.5
2013,9,3-room,61.3
2013,10,3-room,59.9
2013,11,3-room,61.4
2013,12,3-room,57.9
2013,1,4-room,125.6
2013,2,4-room,120.4
2013,3,4-room,119.6
2013,4,4-room,137
2013,5,4-room,142.3
2013,6,4-room,154.4
2013,7,4-room,148.8
2013,8,4-room,150.9
2013,9,4-room,136.3
2013,10,4-room,131.7
2013,11,4-room,137.9
2013,12,4-room,128.1
2013,1,5-room and Executive,120.6
2013,2,5-room and Executive,116.2
2013,3,5-room and Executive,115.2
2013,4,5-room and Executive,132.3
2013,5,5-room and Executive,139.3
2013,6,5-room and Executive,146.9
2013,7,5-room and Executive,145.3
2013,8,5-room and Executive,145.8
2013,9,5-room and Executive,131
2013,10,5-room and Executive,126.6
2013,11,5-room and Executive,132.3
2013,12,5-room and Executive,122.3
2013,1,Private Housing,202.1
2013,2,Private Housing,199.1
2013,3,Private Housing,201.8
2013,4,Private Housing,228.1
2013,5,Private Housing,245.9
2013,6,Private Housing,249.7
2013,7,Private Housing,241.4
2013,8,Private Housing,243.3
2013,9,Private Housing,222.4
2013,10,Private Housing,227.6
2013,11,Private Housing,229.6
2013,12,Private Housing,212.7
2013,1,Private Apartments and Condominiums,124
2013,2,Private Apartments and Condominiums,121.1
2013,3,Private Apartments and Condominiums,123.6
2013,4,Private Apartments and Condominiums,140.7
2013,5,Private Apartments and Condominiums,154.5
2013,6,Private Apartments and Condominiums,156.5
2013,7,Private Apartments and Condominiums,151.7
2013,8,Private Apartments and Condominiums,151.9
2013,9,Private Apartments and Condominiums,137.3
2013,10,Private Apartments and Condominiums,140
2013,11,Private Apartments and Condominiums,143.4
2013,12,Private Apartments and Condominiums,131.3
2013,1,Landed Properties,78.1
2013,2,Landed Properties,78
2013,3,Landed Properties,78.2
2013,4,Landed Properties,87.4
2013,5,Landed Properties,91.3
2013,6,Landed Properties,93.3
2013,7,Landed Properties,89.7
2013,8,Landed Properties,91.4
2013,9,Landed Properties,85.2
2013,10,Landed Properties,87.6
2013,11,Landed Properties,86.1
2013,12,Landed Properties,81.4
2013,1,Others,0.9
2013,2,Others,0.9
2013,3,Others,0.9
2013,4,Others,1.1
2013,5,Others,1.1
2013,6,Others,1.2
2013,7,Others,1.1
2013,8,Others,1.1
2013,9,Others,1
2013,10,Others,1.1
2013,11,Others,1
2013,12,Others,0.9
2013,Annual,Overall,6755
2013,Annual,Public Housing,4038.7
2013,Annual,1-room / 2-room,98
2013,Annual,3-room,733.9
2013,Annual,4-room,1633
2013,Annual,5-room and Executive,1573.8
2013,Annual,Private Housing,2703.7
2013,Annual,Private Apartments and Condominiums,1676
2013,Annual,Landed Properties,1027.7
2013,Annual,Others,12.3
2014,1,Overall,509.7
2014,2,Overall,489.3
2014,3,Overall,488.7
2014,4,Overall,568.1
2014,5,Overall,609.5
2014,6,Overall,639
2014,7,Overall,628.1
2014,8,Overall,635.5
2014,9,Overall,592.4
2014,10,Overall,580.9
2014,11,Overall,611.5
2014,12,Overall,571.8
2014,1,Public Housing,307.1
2014,2,Public Housing,293.9
2014,3,Public Housing,288.3
2014,4,Public Housing,335.5
2014,5,Public Housing,359.6
2014,6,Public Housing,383.6
2014,7,Public Housing,376.7
2014,8,Public Housing,382.4
2014,9,Public Housing,355.3
2014,10,Public Housing,341.4
2014,11,Public Housing,362.1
2014,12,Public Housing,339.7
2014,1,1-room / 2-room,8
2014,2,1-room / 2-room,7.7
2014,3,1-room / 2-room,7.4
2014,4,1-room / 2-room,8.5
2014,5,1-room / 2-room,9.2
2014,6,1-room / 2-room,9.7
2014,7,1-room / 2-room,9.7
2014,8,1-room / 2-room,10
2014,9,1-room / 2-room,9.5
2014,10,1-room / 2-room,9.3
2014,11,1-room / 2-room,9.9
2014,12,1-room / 2-room,9.4
2014,1,3-room,55.8
2014,2,3-room,53.3
2014,3,3-room,52.4
2014,4,3-room,61.2
2014,5,3-room,66.1
2014,6,3-room,69
2014,7,3-room,68.3
2014,8,3-room,68.9
2014,9,3-room,63.9
2014,10,3-room,62.4
2014,11,3-room,65.6
2014,12,3-room,61.3
2014,1,4-room,124.7
2014,2,4-room,119.1
2014,3,4-room,116.8
2014,4,4-room,136
2014,5,4-room,146.2
2014,6,4-room,156
2014,7,4-room,153
2014,8,4-room,155.4
2014,9,4-room,144.4
2014,10,4-room,138.8
2014,11,4-room,147.1
2014,12,4-room,138.3
2014,1,5-room and Executive,118.5
2014,2,5-room and Executive,113.7
2014,3,5-room and Executive,111.7
2014,4,5-room and Executive,129.7
2014,5,5-room and Executive,138.1
2014,6,5-room and Executive,149
2014,7,5-room and Executive,145.7
2014,8,5-room and Executive,148.1
2014,9,5-room and Executive,137.5
2014,10,5-room and Executive,131
2014,11,5-room and Executive,139.5
2014,12,5-room and Executive,130.7
2014,1,Private Housing,201.7
2014,2,Private Housing,194.6
2014,3,Private Housing,199.5
2014,4,Private Housing,231.6
2014,5,Private Housing,248.9
2014,6,Private Housing,254.3
2014,7,Private Housing,250.4
2014,8,Private Housing,252.1
2014,9,Private Housing,236.1
2014,10,Private Housing,238.4
2014,11,Private Housing,248.4
2014,12,Private Housing,231.2
2014,1,Private Apartments and Condominiums,124.3
2014,2,Private Apartments and Condominiums,117.9
2014,3,Private Apartments and Condominiums,122
2014,4,Private Apartments and Condominiums,143.1
2014,5,Private Apartments and Condominiums,157.9
2014,6,Private Apartments and Condominiums,160
2014,7,Private Apartments and Condominiums,158.9
2014,8,Private Apartments and Condominiums,158.7
2014,9,Private Apartments and Condominiums,147.7
2014,10,Private Apartments and Condominiums,148.7
2014,11,Private Apartments and Condominiums,158
2014,12,Private Apartments and Condominiums,145.5
2014,1,Landed Properties,77.4
2014,2,Landed Properties,76.7
2014,3,Landed Properties,77.5
2014,4,Landed Properties,88.5
2014,5,Landed Properties,91
2014,6,Landed Properties,94.3
2014,7,Landed Properties,91.5
2014,8,Landed Properties,93.4
2014,9,Landed Properties,88.3
2014,10,Landed Properties,89.7
2014,11,Landed Properties,90.4
2014,12,Landed Properties,85.7
2014,1,Others,0.9
2014,2,Others,0.8
2014,3,Others,0.9
2014,4,Others,1.1
2014,5,Others,1
2014,6,Others,1.1
2014,7,Others,1
2014,8,Others,1
2014,9,Others,1
2014,10,Others,1
2014,11,Others,1
2014,12,Others,0.9
2014,Annual,Overall,6924.5
2014,Annual,Public Housing,4125.6
2014,Annual,1-room / 2-room,108.3
2014,Annual,3-room,748.2
2014,Annual,4-room,1675.8
2014,Annual,5-room and Executive,1593.2
2014,Annual,Private Housing,2787.2
2014,Annual,Private Apartments and Condominiums,1742.7
2014,Annual,Landed Properties,1044.4
2014,Annual,Others,11.7
2015,1,Overall,525.2
2015,2,Overall,493.6
2015,3,Overall,513.9
2015,4,Overall,594.2
2015,5,Overall,610.7
2015,6,Overall,632.3
2015,7,Overall,647
2015,8,Overall,656.7
2015,9,Overall,635.7
2015,10,Overall,643.6
2015,11,Overall,645.7
2015,12,Overall,622.4
2015,1,Public Housing,314.6
2015,2,Public Housing,294.9
2015,3,Public Housing,303
2015,4,Public Housing,349.8
2015,5,Public Housing,359.2
2015,6,Public Housing,374.7
2015,7,Public Housing,384.5
2015,8,Public Housing,394.6
2015,9,Public Housing,380.3
2015,10,Public Housing,379.3
2015,11,Public Housing,379
2015,12,Public Housing,370.3
2015,1,1-room / 2-room,8.9
2015,2,1-room / 2-room,8.5
2015,3,1-room / 2-room,8.5
2015,4,1-room / 2-room,9.7
2015,5,1-room / 2-room,10.2
2015,6,1-room / 2-room,10.4
2015,7,1-room / 2-room,10.7
2015,8,1-room / 2-room,11
2015,9,1-room / 2-room,10.8
2015,10,1-room / 2-room,10.7
2015,11,1-room / 2-room,10.7
2015,12,1-room / 2-room,10.7
2015,1,3-room,56.4
2015,2,3-room,53.1
2015,3,3-room,54.8
2015,4,3-room,63.4
2015,5,3-room,65.2
2015,6,3-room,67.5
2015,7,3-room,69.4
2015,8,3-room,70.7
2015,9,3-room,67.9
2015,10,3-room,67.7
2015,11,3-room,68
2015,12,3-room,66
2015,1,4-room,128.5
2015,2,4-room,120.1
2015,3,4-room,123.6
2015,4,4-room,142.5
2015,5,4-room,146.5
2015,6,4-room,153.1
2015,7,4-room,157.4
2015,8,4-room,161.1
2015,9,4-room,155
2015,10,4-room,154.9
2015,11,4-room,154.2
2015,12,4-room,151.9
2015,1,5-room and Executive,120.7
2015,2,5-room and Executive,113.3
2015,3,5-room and Executive,116.2
2015,4,5-room and Executive,134.3
2015,5,5-room and Executive,137.2
2015,6,5-room and Executive,143.8
2015,7,5-room and Executive,147.1
2015,8,5-room and Executive,151.7
2015,9,5-room and Executive,146.6
2015,10,5-room and Executive,145.9
2015,11,5-room and Executive,146.1
2015,12,5-room and Executive,141.7
2015,1,Private Housing,209.7
2015,2,Private Housing,197.8
2015,3,Private Housing,210.1
2015,4,Private Housing,243.4
2015,5,Private Housing,250.6
2015,6,Private Housing,256.6
2015,7,Private Housing,261.5
2015,8,Private Housing,261.3
2015,9,Private Housing,254.5
2015,10,Private Housing,263.4
2015,11,Private Housing,265.7
2015,12,Private Housing,251.2
2015,1,Private Apartments and Condominiums,130.7
2015,2,Private Apartments and Condominiums,122
2015,3,Private Apartments and Condominiums,131.1
2015,4,Private Apartments and Condominiums,152.7
2015,5,Private Apartments and Condominiums,161.4
2015,6,Private Apartments and Condominiums,163.8
2015,7,Private Apartments and Condominiums,167.3
2015,8,Private Apartments and Condominiums,167.1
2015,9,Private Apartments and Condominiums,162.9
2015,10,Private Apartments and Condominiums,167.7
2015,11,Private Apartments and Condominiums,172.7
2015,12,Private Apartments and Condominiums,160.5
2015,1,Landed Properties,79
2015,2,Landed Properties,75.8
2015,3,Landed Properties,79
2015,4,Landed Properties,90.7
2015,5,Landed Properties,89.2
2015,6,Landed Properties,92.8
2015,7,Landed Properties,94.2
2015,8,Landed Properties,94.2
2015,9,Landed Properties,91.6
2015,10,Landed Properties,95.7
2015,11,Landed Properties,93
2015,12,Landed Properties,90.7
2015,1,Others,0.9
2015,2,Others,0.8
2015,3,Others,0.8
2015,4,Others,1
2015,5,Others,0.9
2015,6,Others,1
2015,7,Others,1
2015,8,Others,0.9
2015,9,Others,0.9
2015,10,Others,0.9
2015,11,Others,0.9
2015,12,Others,0.9
2015,Annual,Overall,7221
2015,Annual,Public Housing,4284.2
2015,Annual,1-room / 2-room,120.8
2015,Annual,3-room,770.1
2015,Annual,4-room,1748.8
2015,Annual,5-room and Executive,1644.6
2015,Annual,Private Housing,2925.8
2015,Annual,Private Apartments and Condominiums,1859.9
2015,Annual,Landed Properties,1065.9
2015,Annual,Others,10.9
2016,1,Overall,570
2016,2,Overall,580.1
2016,3,Overall,585
2016,4,Overall,648.3
2016,5,Overall,688.8
2016,6,Overall,708.2
2016,7,Overall,641.9
2016,8,Overall,646.7
2016,9,Overall,647.4
2016,10,Overall,650.1
2016,11,Overall,644.4
2016,12,Overall,574.8
2016,1,Public Housing,336.7
2016,2,Public Housing,344.5
2016,3,Public Housing,344.1
2016,4,Public Housing,379.1
2016,5,Public Housing,402.7
2016,6,Public Housing,416.8
2016,7,Public Housing,382.9
2016,8,Public Housing,385.2
2016,9,Public Housing,385.2
2016,10,Public Housing,382
2016,11,Public Housing,382.3
2016,12,Public Housing,338.8
2016,1,1-room / 2-room,10.2
2016,2,1-room / 2-room,10
2016,3,1-room / 2-room,9.7
2016,4,1-room / 2-room,10.8
2016,5,1-room / 2-room,11.6
2016,6,1-room / 2-room,11.9
2016,7,1-room / 2-room,11.2
2016,8,1-room / 2-room,11.3
2016,9,1-room / 2-room,11.2
2016,10,1-room / 2-room,11.2
2016,11,1-room / 2-room,11.3
2016,12,1-room / 2-room,10.4
2016,1,3-room,61.2
2016,2,3-room,62.2
2016,3,3-room,60.9
2016,4,3-room,68
2016,5,3-room,72.6
2016,6,3-room,74.4
2016,7,3-room,68.2
2016,8,3-room,69.2
2016,9,3-room,68.7
2016,10,3-room,68.2
2016,11,3-room,67.7
2016,12,3-room,60.6
2016,1,4-room,137.9
2016,2,4-room,141.2
2016,3,4-room,141.2
2016,4,4-room,155.3
2016,5,4-room,164.9
2016,6,4-room,171.1
2016,7,4-room,157.6
2016,8,4-room,158.2
2016,9,4-room,158.4
2016,10,4-room,157
2016,11,4-room,157.2
2016,12,4-room,139.4
2016,1,5-room and Executive,127.4
2016,2,5-room and Executive,131.1
2016,3,5-room and Executive,132.2
2016,4,5-room and Executive,145
2016,5,5-room and Executive,153.6
2016,6,5-room and Executive,159.3
2016,7,5-room and Executive,145.9
2016,8,5-room and Executive,146.5
2016,9,5-room and Executive,146.9
2016,10,5-room and Executive,145.6
2016,11,5-room and Executive,146.1
2016,12,5-room and Executive,128.4
2016,1,Private Housing,232.4
2016,2,Private Housing,234.9
2016,3,Private Housing,240.1
2016,4,Private Housing,268.3
2016,5,Private Housing,285.1
2016,6,Private Housing,290.4
2016,7,Private Housing,258.1
2016,8,Private Housing,260.7
2016,9,Private Housing,261.4
2016,10,Private Housing,267.3
2016,11,Private Housing,261.3
2016,12,Private Housing,235.3
2016,1,Private Apartments and Condominiums,148.4
2016,2,Private Apartments and Condominiums,148.7
2016,3,Private Apartments and Condominiums,152.9
2016,4,Private Apartments and Condominiums,172.5
2016,5,Private Apartments and Condominiums,186.6
2016,6,Private Apartments and Condominiums,190
2016,7,Private Apartments and Condominiums,167.9
2016,8,Private Apartments and Condominiums,167.5
2016,9,Private Apartments and Condominiums,169.6
